step,direction,slope,cum_distance
10.096724232622469,3.0218555546677868,0.0,1265.5163291872284
10.09672379395295,3.0218555494297377,0.0,1275.6130529811815
10.096723353518794,3.0218555441552435,0.0,1285.7097763347003
10.096722915908018,3.0218555388475474,0.0,1295.8064992506083
10.096722473709075,3.021855533642681,0.0,1305.9032217243175
10.613897042698278,3.0138809385217997,0.0,1316.5171187670157
10.613896525479813,3.013880932241794,0.0,1327.1310152924955
10.613896006849687,3.0138809259286927,0.0,1337.7449112993452
10.613895491396026,3.01388091963213,0.18624836739405595,1348.3588067907413
10.613894973824491,3.0138809133355604,0.0,1358.9727017645657
10.613894457664935,3.0138809070555292,0.0,1369.5865962222306
10.613893940093478,3.013880900725859,0.0,1380.200490162324
10.613893422169157,3.013880894429271,0.0,1390.8143835844933
10.613892904597837,3.0138808881823094,0.0,1401.428276489091
10.61389238808526,3.0138808818691647,0.0,1412.0421688771764
10.613891870866798,3.0138808755725575,0.0,1422.6560607480433
10.613891354707242,3.0138808692428554,0.0,1433.2699521027505
10.613890836782918,3.013880862995869,0.0,1443.8838429395335
10.613890319564476,3.0138808566330657,0.0,1454.497733259098
3.4345209350333037,-2.8116794130396023,0.0,1457.9322541941312
